State,County FIPS,County Name, Solar , Wind , Hydroelectric , Low-Impact Hydroelectric , Natural Gas , Coal , Oil & Other FF , Other , Traditional TDS , Storage , Smart Grid , Micro Grid , Other Grid Mod , Coal .1, Petroleum , Natural Gas .1, Woody Biomass , Corn Ethanol , Other Clean Fuels , Other .1, ENERGY STAR & Efficient Lighting , Traditional HVAC , High Efficiency HVAC & Renewable H&C , Advanced Materials & Insulation ,Other, MV ,state_id,state_abbr,county_state_name,county_id,county_name,latitude,longitude,population,population_cohort,employment,employment_cohort,doe_climate_zone,cohort,residential_electricity_consumption,residential_electricity_expenditures,residential_electricity_utility_customers,residential_gas_consumption,residential_gas_expenditures,residential_gas_utility_customers,occuped_housing_units,commercial_electricity_consumption,commercial_electricity_expenditures,commercial_electricity_utility_customers,commercial_gas_consumption,commercial_gas_expenditures,commercial_gas_utility_customers,road_gas_consumption,road_diesel_consumption,road_miles_traveled,industry_electricity_consumption,industry_electricity_expenditures,industry_gas_consumption,residential_electricity_ghg,residential_gas_ghg,commercial_electricity_ghg,commercial_gas_ghg,industry_electricity_ghg,industry_gas_ghg,road_gas_ghg,road_diesel_ghg,egrid_primary_subregion,CO2 equivalent total output emission rate (mton/MWh),CO2 equivalent total output emission rate (mton/Mcf),CO2 equivalent total output emission rate (mton/gallon),CO2 equivalent total output emission rate (mton/gallon).1
MS,28059,Jackson County,71,12,4,8,272,246,1,5,318,17,4,4,5,3,2371,17,6,6,6,13,89,225,175,111,216,381,28.0,MS,"Jackson County, MS",28059.0,Jackson County,30.456005,-88.625101,140850.0,10.0,93458.0,9.0,2.0,21009.0,716628.0,84557.0,59960.0,399990.0,4187.0,9555.0,50365.0,624857.0,62624.0,8784.0,919839.0,6993.0,1865.0,70795494.0,34892571.0,1838655008.0,687580.0,39837.0,7004680.0,355976.0,21992.0,310390.0,50573.0,341547.0,385123.0,764272.0,441573.0,SRSO,0.496737217,0.054980794,0.01079549,0.012655217
MS,28061,Jasper County,1,2,7,8,1,5,3,5,68,17,5,5,4,5,219,5,8,4,9,8,8,10,1,3,10,28,28.0,MS,"Jasper County, MS",28061.0,Jasper County,32.016989,-89.11943,16538.0,4.0,5755.0,2.0,3.0,30402.0,99193.0,12130.0,8064.0,89049.0,930.0,1216.0,6771.0,37643.0,3777.0,782.0,46358.0,352.0,203.0,10551665.0,5641239.0,275601861.0,130664.0,7570.0,1205439.0,49273.0,4896.0,18698.0,2549.0,64906.0,66276.0,113910.0,71391.0,SRSO,0.496737217,0.054980794,0.01079549,0.012655217
MS,28063,Jefferson County,144,2,1,8,6,6,5,8,76,1,9,5,3,4,6,9,5,4,6,2,8,8,4,9,4,2,28.0,MS,"Jefferson County, MS",28063.0,Jefferson County,31.733633,-91.043878,7528.0,3.0,1070.0,1.0,3.0,30301.0,36790.0,3073.0,3610.0,39231.0,410.0,870.0,2457.0,13559.0,1057.0,346.0,6488.0,49.0,35.0,5336752.0,2052371.0,130459746.0,7029.0,407.0,610.0,18275.0,2157.0,6735.0,357.0,3492.0,34.0,57613.0,25973.0,SRSO,0.496737217,0.054980794,0.01079549,0.012655217
MS,28065,Jefferson Davis County,2,9,4,1,3,1,7,3,84,1,5,4,2,8,9,2,2,6,6,7,7,9,1,7,2,18,28.0,MS,"Jefferson Davis County, MS",28065.0,Jefferson Davis County,31.565606,-89.826517,11771.0,4.0,2305.0,1.0,3.0,30401.0,80614.0,7886.0,5768.0,49531.0,518.0,685.0,4903.0,18942.0,1618.0,364.0,21734.0,165.0,94.0,6294673.0,2382163.0,151636926.0,18453.0,1069.0,8330.0,40044.0,2723.0,9409.0,1195.0,9166.0,458.0,67954.0,30147.0,SRSO,0.496737217,0.054980794,0.01079549,0.012655217
MS,28067,Jones County,6,4,1,4,121,5,1,6,331,16,7,7,9,4,865,119,4,2,2,12,33,61,61,31,294,462,28.0,MS,"Jones County, MS",28067.0,Jones County,31.616601,-89.168532,68313.0,8.0,49709.0,7.0,3.0,30807.0,353790.0,43661.0,28062.0,380245.0,3967.0,9038.0,24870.0,321499.0,31976.0,5033.0,367516.0,2792.0,1278.0,34775655.0,18015153.0,899760257.0,2614814.0,151496.0,17782912.0,175741.0,20906.0,159701.0,20206.0,1298876.0,977719.0,375420.0,227986.0,SRSO,0.496737217,0.054980794,0.01079549,0.012655217
MS,28069,Kemper County,8,2,6,4,54,3,4,9,43,2,4,5,9,6,1,7,14,5,4,5,9,4,9,3,8,12,28.0,MS,"Kemper County, MS",28069.0,Kemper County,32.750136,-88.625631,10128.0,3.0,2556.0,1.0,3.0,30301.0,47016.0,5537.0,4644.0,60559.0,613.0,605.0,3552.0,11556.0,1348.0,263.0,7.0,0.0,3.0,8256720.0,3109625.0,200995990.0,18177.0,1053.0,4562.0,25434.0,3330.0,6251.0,0.0,9833.0,251.0,89135.0,39353.0,SRTV,0.540971056,0.054980794,0.01079549,0.012655217
MS,28071,Lafayette County,6,4,3,2,12,9,8,4,158,4,3,8,2,2,1,11,9,2,9,10,26,70,42,31,69,117,28.0,MS,"Lafayette County, MS",28071.0,Lafayette County,34.349298,-89.485903,52193.0,7.0,34007.0,6.0,3.0,30706.0,267849.0,30630.0,23531.0,218388.0,2244.0,5429.0,18788.0,339236.0,33461.0,4274.0,0.0,0.0,0.0,22729530.0,7948759.0,550631899.0,384095.0,22254.0,2039879.0,144898.0,12007.0,183517.0,0.0,207784.0,112154.0,245376.0,100593.0,SRTV,0.540971056,0.054980794,0.01079549,0.012655217
MS,28073,Lamar County,9,3,5,6,10,22,8,4,113,10,5,8,3,8,52,16,21,5,1,4,18,54,43,29,55,296,28.0,MS,"Lamar County, MS",28073.0,Lamar County,31.197586,-89.506369,59623.0,8.0,34409.0,6.0,3.0,30806.0,321960.0,39626.0,23784.0,183473.0,1850.0,4039.0,21800.0,295332.0,30071.0,3183.0,254007.0,1806.0,784.0,24842094.0,10095813.0,618969721.0,62530.0,3623.0,633808.0,159930.0,10087.0,146702.0,13965.0,31061.0,34847.0,268183.0,127765.0,SRSO,0.496737217,0.054980794,0.01079549,0.012655217
MS,28075,Lauderdale County,14,4,6,8,129,4,14,3,133,8,8,9,1,1,6,76,18,4,5,21,40,107,76,55,117,468,28.0,MS,"Lauderdale County, MS",28075.0,Lauderdale County,32.403998,-88.660449,79233.0,8.0,59873.0,8.0,3.0,30808.0,403274.0,51044.0,34271.0,494174.0,5035.0,9822.0,29689.0,534132.0,53192.0,7142.0,526704.0,3886.0,1952.0,43040060.0,21206789.0,1114601804.0,81450.0,4719.0,583714.0,200321.0,27170.0,265323.0,28959.0,40459.0,32093.0,464639.0,268377.0,SRSO,0.496737217,0.054980794,0.01079549,0.012655217
MS,28077,Lawrence County,6,3,2,8,65,7,6,9,52,18,2,6,7,2,31,5,15,1,4,5,2,6,7,3,5,22,28.0,MS,"Lawrence County, MS",28077.0,Lawrence County,31.550009,-90.10753,12603.0,4.0,3508.0,1.0,3.0,30401.0,83084.0,7383.0,5918.0,60071.0,629.0,669.0,4859.0,25037.0,2000.0,626.0,44710.0,340.0,162.0,5379366.0,1902342.0,129245564.0,38946.0,2256.0,7884290.0,41271.0,3303.0,12437.0,2458.0,19346.0,433485.0,58073.0,24075.0,SRSO,0.496737217,0.054980794,0.01079549,0.012655217
MS,28079,Leake County,8,6,3,2,4,9,8,2,72,4,6,9,4,2,8,3,18,9,6,7,6,2,7,9,9,37,28.0,MS,"Leake County, MS",28079.0,Leake County,32.760737,-89.522236,23011.0,5.0,6729.0,2.0,3.0,30502.0,138640.0,12240.0,9240.0,113932.0,1161.0,1417.0,8259.0,41942.0,3391.0,1199.0,1047.0,8.0,25.0,12319360.0,5030759.0,302025827.0,67901.0,3934.0,164785.0,75000.0,6264.0,22690.0,58.0,36732.0,9060.0,132994.0,63665.0,SRTV,0.540971056,0.054980794,0.01079549,0.012655217
MS,28081,Lee County,21,6,3,2,24,14,9,4,272,8,9,8,1,9,4,8,31,6,5,17,71,185,128,83,183,1592,28.0,MS,"Lee County, MS",28081.0,Lee County,34.29237,-88.682439,85281.0,8.0,95060.0,9.0,3.0,30809.0,499206.0,51079.0,35541.0,788554.0,7942.0,16177.0,32591.0,611295.0,65176.0,10883.0,731474.0,5357.0,2269.0,50590318.0,17029210.0,1219897547.0,582464.0,33747.0,1464417.0,270056.0,43355.0,330693.0,40217.0,315096.0,80515.0,546147.0,215508.0,SRTV,0.540971056,0.054980794,0.01079549,0.012655217
MS,28083,Leflore County,135,9,5,2,7,9,8,8,102,7,8,1,7,3,8,2,1,18,34,4,26,52,40,28,75,62,28.0,MS,"Leflore County, MS",28083.0,Leflore County,33.54979,-90.294934,30500.0,6.0,24814.0,5.0,3.0,30605.0,143003.0,13549.0,12912.0,403681.0,4089.0,9108.0,10671.0,168617.0,15298.0,2878.0,89903.0,650.0,379.0,17052672.0,5086083.0,394705558.0,46789.0,2711.0,46248.0,71035.0,22195.0,83759.0,4943.0,23242.0,2543.0,184092.0,64365.0,SRSO,0.496737217,0.054980794,0.01079549,0.012655217
MS,28085,Lincoln County,4,6,2,2,3,8,6,4,68,1,7,2,4,9,35,9,53,1,4,17,28,30,29,17,56,496,28.0,MS,"Lincoln County, MS",28085.0,Lincoln County,31.535216,-90.453566,34691.0,6.0,21489.0,5.0,3.0,30605.0,217467.0,18524.0,14982.0,196697.0,2058.0,3253.0,12936.0,548500.0,43837.0,2696.0,842392.0,6405.0,561.0,19698276.0,9940652.0,509682675.0,700471.0,40584.0,2347332.0,83071.0,10815.0,209524.0,46315.0,267576.0,129058.0,212653.0,125801.0,SRMV,0.381993864,0.054980794,0.01079549,0.012655217
MS,28087,Lowndes County,9,4,6,6,90,6,9,3,303,14,3,8,6,6,6,31,12,9,4,8,60,96,76,43,85,1067,28.0,MS,"Lowndes County, MS",28087.0,Lowndes County,33.471424,-88.439723,59785.0,8.0,42996.0,7.0,3.0,30807.0,346304.0,38913.0,26462.0,532187.0,5371.0,10367.0,22821.0,309015.0,35252.0,7266.0,313786.0,2269.0,1268.0,29912800.0,10495441.0,720901713.0,1220470.0,70711.0,7484523.0,187341.0,29260.0,167168.0,17252.0,660239.0,411505.0,322923.0,132822.0,SRTV,0.540971056,0.054980794,0.01079549,0.012655217
MS,28089,Madison County,68,16,2,1,61,33,2,6,472,14,2,8,7,4,144,54,10,9,8,38,94,272,193,125,270,6403,28.0,MS,"Madison County, MS",28089.0,Madison County,32.63437,-90.03416,101791.0,9.0,102000.0,9.0,3.0,30909.0,553752.0,45398.0,40282.0,1030053.0,10567.0,24233.0,37415.0,528220.0,41186.0,6613.0,964593.0,7155.0,2028.0,62007265.0,25027565.0,1557215695.0,192872.0,11175.0,2365212.0,211530.0,56633.0,201777.0,53034.0,73676.0,130041.0,669399.0,316729.0,SRMV,0.381993864,0.054980794,0.01079549,0.012655217
MS,28091,Marion County,5,9,2,6,1,2,4,3,390,1,9,1,5,9,1,362,18,7,8,5,15,21,34,20,46,115,28.0,MS,"Marion County, MS",28091.0,Marion County,31.230167,-89.821712,25810.0,6.0,13557.0,4.0,3.0,30604.0,142183.0,17787.0,11618.0,85592.0,896.0,1957.0,9659.0,115921.0,11683.0,1976.0,108083.0,822.0,516.0,10911228.0,4438399.0,264446179.0,95739.0,5547.0,937324.0,70628.0,4706.0,57582.0,5942.0,47557.0,51535.0,117792.0,56169.0,SRSO,0.496737217,0.054980794,0.01079549,0.012655217
MS,28093,Marshall County,14,1,1,1,2,2,5,2,104,8,8,7,2,6,3,4,6,3,2,9,13,37,30,21,44,552,28.0,MS,"Marshall County, MS",28093.0,Marshall County,34.76619,-89.504231,36196.0,6.0,13904.0,4.0,3.0,30604.0,229296.0,23974.0,14765.0,213609.0,2015.0,3723.0,13213.0,152900.0,16345.0,2776.0,167694.0,1499.0,654.0,24867013.0,15011207.0,665193830.0,119809.0,6941.0,158200.0,124042.0,11744.0,82715.0,9220.0,64813.0,8698.0,268452.0,189970.0,SRTV,0.540971056,0.054980794,0.01079549,0.012655217
MS,28095,Monroe County,9,4,4,6,8,7,7,9,49,5,1,7,6,5,21,36,6,3,4,6,19,24,39,26,55,115,28.0,MS,"Monroe County, MS",28095.0,Monroe County,33.89003,-88.485038,36029.0,6.0,15109.0,4.0,3.0,30604.0,219305.0,23637.0,16129.0,303637.0,3062.0,4584.0,13949.0,185940.0,21387.0,4367.0,101854.0,737.0,412.0,21199787.0,7944475.0,514800144.0,122611.0,7104.0,5076164.0,118638.0,16694.0,100588.0,5600.0,66329.0,279092.0,228862.0,100539.0,SRTV,0.540971056,0.054980794,0.01079549,0.012655217
MS,28097,Montgomery County,53,5,2,4,1,8,9,8,15,1,4,3,8,7,7,9,17,6,1,3,3,1,8,3,6,33,28.0,MS,"Montgomery County, MS",28097.0,Montgomery County,33.500714,-89.639625,10353.0,3.0,4710.0,1.0,3.0,30301.0,65690.0,5476.0,5320.0,133311.0,1344.0,2438.0,4351.0,29346.0,2288.0,912.0,10754.0,78.0,72.0,8554041.0,4431193.0,219791831.0,13794.0,799.0,14623.0,32631.0,7330.0,14577.0,591.0,6852.0,804.0,92345.0,56078.0,SRSO,0.496737217,0.054980794,0.01079549,0.012655217
MS,28099,Neshoba County,18,8,5,7,7,5,6,9,61,6,6,7,2,6,24,11,54,2,3,6,27,81,56,37,78,51,28.0,MS,"Neshoba County, MS",28099.0,Neshoba County,32.752518,-89.119274,29474.0,6.0,15455.0,4.0,3.0,30604.0,163265.0,18596.0,12122.0,142174.0,1488.0,2618.0,10777.0,74228.0,8197.0,1664.0,80219.0,610.0,339.0,13887035.0,5151677.0,332686773.0,85288.0,4941.0,235145.0,88321.0,7817.0,40155.0,4410.0,46139.0,12928.0,149917.0,65196.0,SRTV,0.540971056,0.054980794,0.01079549,0.012655217
MS,28101,Newton County,2,8,6,9,5,1,2,9,44,1,3,7,9,1,4,6,10,7,8,3,15,20,15,17,29,69,28.0,MS,"Newton County, MS",28101.0,Newton County,32.40197,-89.118412,21652.0,5.0,7448.0,2.0,3.0,30502.0,117359.0,14289.0,9184.0,105440.0,1103.0,1984.0,7984.0,69928.0,7077.0,1487.0,82616.0,628.0,378.0,14916802.0,9433552.0,406706281.0,57349.0,3323.0,63047.0,63488.0,5797.0,37829.0,4542.0,31024.0,3466.0,161034.0,119384.0,SRTV,0.540971056,0.054980794,0.01079549,0.012655217
MS,28103,Noxubee County,7,1,8,2,9,2,7,7,12,1,6,9,8,8,4,7,10,4,4,8,8,4,2,6,2,37,28.0,MS,"Noxubee County, MS",28103.0,Noxubee County,33.106508,-88.566004,11098.0,3.0,3511.0,1.0,3.0,30301.0,61733.0,7156.0,5063.0,94018.0,948.0,1318.0,4012.0,21747.0,2756.0,921.0,5182.0,37.0,36.0,7744950.0,2708697.0,185783161.0,35292.0,2045.0,17876.0,33396.0,5169.0,11764.0,285.0,19092.0,983.0,83611.0,34279.0,SRTV,0.540971056,0.054980794,0.01079549,0.012655217
MS,28105,Oktibbeha County,10,9,9,2,10,8,1,2,92,9,4,1,9,9,4,3,8,3,6,7,16,40,35,21,48,85,28.0,MS,"Oktibbeha County, MS",28105.0,Oktibbeha County,33.422313,-88.876151,49424.0,7.0,25569.0,6.0,3.0,30706.0,222683.0,25373.0,20961.0,340883.0,3437.0,6069.0,17109.0,219172.0,24921.0,4156.0,157476.0,1139.0,576.0,20896286.0,7102569.0,502545935.0,75126.0,4353.0,179798.0,120465.0,18742.0,118565.0,8658.0,40641.0,9885.0,225586.0,89885.0,SRTV,0.540971056,0.054980794,0.01079549,0.012655217
MS,28107,Panola County,5,9,6,5,60,9,1,2,123,1,2,7,2,2,4,4,9,1,9,2,29,76,53,35,73,430,28.0,MS,"Panola County, MS",28107.0,Panola County,34.365205,-89.963065,34319.0,6.0,15628.0,4.0,3.0,30604.0,198261.0,16491.0,14452.0,139113.0,1496.0,3023.0,12184.0,123426.0,9750.0,2762.0,100406.0,1114.0,466.0,23324214.0,12282555.0,606054828.0,65657.0,3804.0,165483.0,107254.0,7649.0,66770.0,5520.0,35519.0,9098.0,251796.0,155438.0,SRTV,0.540971056,0.054980794,0.01079549,0.012655217
MS,28109,Pearl River County,14,1,4,1,4,3,9,4,64,4,5,6,8,3,73,40,4,9,3,5,12,19,21,12,27,159,28.0,MS,"Pearl River County, MS",28109.0,Pearl River County,30.774793,-89.586904,55167.0,7.0,15724.0,4.0,2.0,20704.0,305759.0,37642.0,24098.0,122177.0,1283.0,1966.0,20494.0,166197.0,16733.0,3302.0,263299.0,2019.0,814.0,23491855.0,14062411.0,635650462.0,32703.0,1895.0,34047.0,151882.0,6717.0,82556.0,14476.0,16245.0,1872.0,253606.0,177963.0,SRSO,0.496737217,0.054980794,0.01079549,0.012655217
MS,28111,Perry County,1,4,4,1,2,9,9,8,2,5,9,2,5,8,16,6,13,2,8,2,3,7,6,2,5,8,28.0,MS,"Perry County, MS",28111.0,Perry County,31.169307,-88.988755,12174.0,4.0,3217.0,1.0,3.0,30401.0,66510.0,7815.0,5420.0,31068.0,325.0,325.0,4431.0,20226.0,2030.0,477.0,24278.0,185.0,118.0,9200817.0,3603959.0,222812821.0,15000.0,869.0,1151573.0,33038.0,1708.0,10047.0,1335.0,7451.0,63314.0,99327.0,45609.0,SRSO,0.496737217,0.054980794,0.01079549,0.012655217
MS,28113,Pike County,1,5,8,2,2,2,6,6,140,7,5,8,1,3,10,45,18,8,2,3,1,25,24,18,40,260,28.0,MS,"Pike County, MS",28113.0,Pike County,31.177516,-90.397728,39939.0,7.0,26129.0,6.0,3.0,30706.0,240352.0,20250.0,17601.0,222967.0,2339.0,3949.0,14717.0,805621.0,62807.0,3599.0,679513.0,5167.0,272.0,20238832.0,9365857.0,514554530.0,106888.0,6193.0,575873.0,119392.0,12259.0,400182.0,37360.0,53095.0,31662.0,218488.0,118527.0,SRSO,0.496737217,0.054980794,0.01079549,0.012655217
MS,28115,Pontotoc County,1,4,4,5,4,3,9,4,74,6,2,5,5,5,7,2,12,9,6,1,6,13,1,7,20,98,28.0,MS,"Pontotoc County, MS",28115.0,Pontotoc County,34.227081,-89.037239,30862.0,6.0,23130.0,5.0,3.0,30605.0,166095.0,18382.0,12311.0,201534.0,1685.0,4852.0,10801.0,115556.0,13781.0,2840.0,62654.0,455.0,465.0,18333050.0,6968259.0,444400607.0,383928.0,22244.0,889709.0,89853.0,11080.0,62512.0,3445.0,207694.0,48917.0,197914.0,88185.0,SRTV,0.540971056,0.054980794,0.01079549,0.012655217
MS,28117,Prentiss County,1,9,3,7,8,5,4,9,117,1,2,7,2,7,1,5,62,8,5,5,9,17,17,11,40,145,28.0,MS,"Prentiss County, MS",28117.0,Prentiss County,34.621104,-88.522179,25339.0,6.0,11341.0,4.0,3.0,30604.0,141643.0,14374.0,10868.0,202642.0,2061.0,4848.0,9572.0,87012.0,9340.0,2705.0,248964.0,2378.0,973.0,13476981.0,4333787.0,315553703.0,125442.0,7268.0,282087.0,76625.0,11141.0,47071.0,13688.0,67861.0,15509.0,145491.0,54845.0,SRTV,0.540971056,0.054980794,0.01079549,0.012655217
MS,28119,Quitman County,2,8,9,1,8,3,6,5,4,3,7,6,2,3,1,7,7,3,1,8,6,2,2,6,6,3,28.0,MS,"Quitman County, MS",28119.0,Quitman County,34.252833,-90.290171,7634.0,3.0,1374.0,1.0,3.0,30301.0,45783.0,3806.0,3524.0,64538.0,670.0,1490.0,3047.0,15307.0,1201.0,595.0,6.0,0.0,2.0,6325457.0,1940999.0,147644110.0,48904.0,2833.0,552696.0,24768.0,3548.0,8281.0,0.0,26456.0,30388.0,68286.0,24564.0,SRTV,0.540971056,0.054980794,0.01079549,0.012655217
MS,28121,Rankin County,55,23,4,3,83,28,8,4,657,48,25,18,23,2,393,191,14,2,2,54,104,283,199,124,279,1529,28.0,MS,"Rankin County, MS",28121.0,Rankin County,32.267123,-89.946063,147930.0,10.0,111142.0,9.0,3.0,31009.0,792639.0,67432.0,57099.0,1094154.0,11170.0,31750.0,54377.0,641773.0,50325.0,8902.0,1352516.0,9965.0,2689.0,80802655.0,30831973.0,2014058112.0,881906.0,51096.0,3311611.0,428795.0,60157.0,347180.0,74362.0,477085.0,182075.0,872304.0,390185.0,SRTV,0.540971056,0.054980794,0.01079549,0.012655217
MS,28123,Scott County,3,8,5,8,7,3,2,2,20,1,1,2,8,6,15,7,22,8,6,4,12,15,24,16,32,411,28.0,MS,"Scott County, MS",28123.0,Scott County,32.427127,-89.533209,28268.0,6.0,20954.0,5.0,3.0,30605.0,144963.0,16363.0,11255.0,140463.0,1472.0,2981.0,9848.0,88621.0,8556.0,1969.0,111098.0,848.0,497.0,18774798.0,10585885.0,497783475.0,226881.0,13145.0,2082618.0,78421.0,7723.0,47941.0,6108.0,122736.0,114504.0,202683.0,133967.0,SRTV,0.540971056,0.054980794,0.01079549,0.012655217
MS,28125,Sharkey County,3,5,5,8,3,1,1,7,21,8,2,3,2,3,4,8,7,10,19,4,5,4,2,2,9,5,28.0,MS,"Sharkey County, MS",28125.0,Sharkey County,32.892395,-90.827613,4662.0,1.0,1489.0,1.0,3.0,30101.0,27647.0,2306.0,2077.0,59726.0,602.0,1018.0,1804.0,12891.0,1009.0,418.0,9317.0,67.0,62.0,4685843.0,1532779.0,110183670.0,8841.0,512.0,0.0,13733.0,3284.0,6403.0,512.0,4392.0,0.0,50586.0,19398.0,SRSO,0.496737217,0.054980794,0.01079549,0.012655217
MS,28127,Simpson County,1,6,1,9,4,1,6,5,49,8,9,3,7,5,10,1,9,6,2,8,4,12,2,8,12,135,28.0,MS,"Simpson County, MS",28127.0,Simpson County,31.902505,-89.917709,27279.0,6.0,11190.0,3.0,3.0,30603.0,142049.0,12238.0,11721.0,114460.0,1129.0,2034.0,9418.0,64583.0,5123.0,1900.0,112421.0,806.0,464.0,16737496.0,6589507.0,408912286.0,106130.0,6149.0,378069.0,70561.0,6293.0,32081.0,6181.0,52719.0,20787.0,180689.0,83392.0,SRSO,0.496737217,0.054980794,0.01079549,0.012655217
MS,28129,Smith County,7,7,3,9,5,3,7,9,81,8,1,6,9,1,5,9,15,5,7,1,3,4,9,6,5,99,28.0,MS,"Smith County, MS",28129.0,Smith County,32.019029,-89.494877,16137.0,4.0,4368.0,1.0,3.0,30401.0,96276.0,9278.0,7112.0,73980.0,767.0,865.0,5895.0,18094.0,1655.0,482.0,23708.0,179.0,124.0,7931338.0,2972092.0,192234787.0,123999.0,7184.0,700950.0,47824.0,4067.0,8988.0,1303.0,61595.0,38539.0,85623.0,37612.0,SRSO,0.496737217,0.054980794,0.01079549,0.012655217
MS,28131,Stone County,8,9,4,7,4,8,3,2,7,4,3,1,6,4,8,3,37,4,1,6,8,10,3,4,10,30,28.0,MS,"Stone County, MS",28131.0,Stone County,30.790184,-89.112297,17995.0,5.0,6176.0,2.0,2.0,20502.0,88150.0,10890.0,7104.0,33920.0,355.0,808.0,5805.0,51962.0,5212.0,1131.0,51713.0,393.0,200.0,9699725.0,3758710.0,235869100.0,9900.0,574.0,2076.0,43788.0,1865.0,25811.0,2843.0,4918.0,114.0,104713.0,47567.0,SRSO,0.496737217,0.054980794,0.01079549,0.012655217
MS,28133,Sunflower County,5,6,6,8,2,2,5,4,50,9,5,2,1,5,3,9,1,18,35,6,21,17,18,3,13,52,28.0,MS,"Sunflower County, MS",28133.0,Sunflower County,33.605529,-90.59509,27424.0,6.0,10814.0,3.0,3.0,30603.0,124644.0,10423.0,9513.0,291005.0,2957.0,6764.0,8507.0,90873.0,7098.0,1875.0,68132.0,493.0,266.0,16804027.0,5351334.0,392158497.0,31614.0,1832.0,1459839.0,61915.0,16000.0,45140.0,3746.0,15704.0,80263.0,181408.0,67722.0,SRSO,0.496737217,0.054980794,0.01079549,0.012655217
MS,28135,Tallahatchie County,2,8,7,2,9,6,7,4,8,2,3,3,3,8,3,1,1,2,16,2,5,9,6,8,8,91,28.0,MS,"Tallahatchie County, MS",28135.0,Tallahatchie County,33.954527,-90.172245,14776.0,4.0,2972.0,1.0,3.0,30401.0,67517.0,5645.0,5429.0,53567.0,564.0,962.0,4313.0,20578.0,1629.0,738.0,0.0,0.0,0.0,8163250.0,2626057.0,190906664.0,19304.0,1118.0,407.0,36525.0,2945.0,11132.0,0.0,10443.0,22.0,88126.0,33233.0,SRTV,0.540971056,0.054980794,0.01079549,0.012655217
MS,28137,Tate County,9,5,1,9,9,9,7,8,68,3,5,3,3,2,4,7,4,2,7,7,8,7,3,4,4,87,28.0,MS,"Tate County, MS",28137.0,Tate County,34.649553,-89.943105,28338.0,6.0,7737.0,3.0,3.0,30603.0,171288.0,14244.0,10935.0,135804.0,1395.0,1973.0,9919.0,93473.0,7302.0,1939.0,67583.0,667.0,316.0,14742821.0,6518695.0,368404284.0,72025.0,4173.0,103358.0,92662.0,7467.0,50566.0,3716.0,38963.0,5683.0,159156.0,82495.0,SRTV,0.540971056,0.054980794,0.01079549,0.012655217
MS,28139,Tippah County,2,5,8,8,2,8,4,5,40,5,5,8,4,4,2,9,8,8,3,7,27,10,11,9,16,55,28.0,MS,"Tippah County, MS",28139.0,Tippah County,34.763618,-88.918819,22061.0,5.0,10138.0,3.0,3.0,30503.0,121306.0,12714.0,9544.0,214262.0,1912.0,5468.0,8400.0,70616.0,8104.0,2557.0,128196.0,1123.0,847.0,10020769.0,3460163.0,235853290.0,125724.0,7284.0,498212.0,65623.0,11780.0,38201.0,7048.0,68013.0,27392.0,108179.0,43789.0,SRTV,0.540971056,0.054980794,0.01079549,0.012655217
MS,28141,Tishomingo County,5,2,5,2,1,2,6,6,40,3,1,6,7,3,8,8,14,9,5,4,7,11,10,7,19,1204,28.0,MS,"Tishomingo County, MS",28141.0,Tishomingo County,34.737697,-88.236064,19503.0,5.0,9942.0,3.0,3.0,30503.0,103791.0,11230.0,10114.0,117863.0,1063.0,2796.0,7768.0,98532.0,11625.0,2318.0,103708.0,821.0,464.0,11676720.0,3950882.0,275527730.0,513919.0,29775.0,289862.0,56148.0,6480.0,53303.0,5702.0,278015.0,15937.0,126056.0,49999.0,SRTV,0.540971056,0.054980794,0.01079549,0.012655217
MS,28143,Tunica County,4,5,6,7,8,6,7,8,19,7,8,2,3,5,9,4,3,19,37,3,9,8,1,8,5,83,28.0,MS,"Tunica County, MS",28143.0,Tunica County,34.652201,-90.37177,10407.0,3.0,14269.0,4.0,3.0,30304.0,61790.0,5123.0,4732.0,87396.0,881.0,1816.0,3999.0,250972.0,19873.0,1255.0,164540.0,1190.0,144.0,11884621.0,4388418.0,288241055.0,32866.0,1904.0,33086.0,33426.0,4805.0,135768.0,9047.0,17780.0,1819.0,128300.0,55536.0,SRTV,0.540971056,0.054980794,0.01079549,0.012655217
MS,28145,Union County,22,4,6,2,6,3,6,9,85,1,9,8,1,3,2,2,3,8,5,4,18,51,39,2,54,2660,28.0,MS,"Union County, MS",28145.0,Union County,34.489533,-89.002339,27989.0,6.0,19175.0,5.0,3.0,30605.0,150932.0,16328.0,11505.0,241113.0,2213.0,6521.0,10298.0,132135.0,14312.0,2749.0,116282.0,936.0,1105.0,17490363.0,10421735.0,468524498.0,240795.0,13951.0,1760235.0,81650.0,13257.0,71481.0,6393.0,130263.0,96779.0,188817.0,131889.0,SRTV,0.540971056,0.054980794,0.01079549,0.012655217
MS,28147,Walthall County,9,8,5,8,8,2,5,8,4,6,3,3,6,8,3,11,15,2,6,9,3,9,3,8,8,18,28.0,MS,"Walthall County, MS",28147.0,Walthall County,31.164492,-90.103431,14812.0,4.0,3779.0,1.0,3.0,30401.0,98594.0,8656.0,6998.0,72738.0,761.0,680.0,5879.0,24652.0,1936.0,881.0,46321.0,352.0,228.0,6811519.0,2342454.0,162119588.0,52407.0,3036.0,47938.0,48975.0,3999.0,12246.0,2547.0,26033.0,2636.0,73534.0,29644.0,SRSO,0.496737217,0.054980794,0.01079549,0.012655217
